ID,Duplicates,Num_Duplicates,Song,Artist 1,Artist 2,Artist 3,Artist 4,Artist 5,Artist 6,Artist 7,Artist 8,Artist 9,Artist 10,Duration,Album,Popularity,Dance,Energy,Key,Volume,Mode,Speech,Acoustic,Instrumental,Lively,Valence,Tempo,URI 1,URI 2,URI 3,URI 4,URI 5,Artists URIs,Artist URI 1,Artist URI 2,Artist URI 3,Artist URI 4,Artist URI 5,Artist URI 6,Artist URI 7,Artist URI 8,Artist URI 9,Artist URI 10
2,5,2,7 rings,Ariana Grande,,,,,,,,,,178627,"thank u, next",86,0.778,0.317,1,-10.732,0,0.334,0.592,0.0,0.0881,0.327,140.048,spotify:track:46M2hXnaQpueG7vSvgVtVH,spotify:track:1WtTLtofvcjQM3sXSMkDdX,,,,"spotify:track:14msK75pk3pA33pzPVNtBF, spotify:track:6ocbgoVGwYJhOv1GgI9NsF",spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,,,,,,,,,
3,3,3,Adam's Song,blink-182,,,,,,,,,,249627,Enema Of The State,72,0.52,0.775,0,-5.803,1,0.0348,0.034,0.0,0.364,0.382,136.028,spotify:track:46M2hXnaQpueG7vSvgVtVH,spotify:track:1WtTLtofvcjQM3sXSMkDdX,spotify:track:2DYGrX2I5xqTUMY71heari,,,"spotify:track:6xpDh0dXrkVp0Po1qrHUd8, spotify:track:4RNeJ1qy9feTpgCI8xxQM1, spotify:track:43NhiKnrtGqztxDqXrcUux",spotify:artist:6FBDaR13swtiWwGhX1WQsP,,,,,,,,,
6,-1,1,All Alone,Freddie Dredd,,,,,,,,,,174250,All Alone,74,0.69,0.88,1,-3.525,1,0.284,0.0384,0.502,0.126,0.813,159.933,spotify:track:46M2hXnaQpueG7vSvgVtVH,,,,,spotify:track:5V5BHmvpylV0nSc2Yu2Mu4,spotify:artist:0dlDsD7y6ccmDm8tuWCU6F,,,,,,,,,
7,-1,1,Cha Cha,Freddie Dredd,,,,,,,,,,173938,Cha Cha,74,0.792,0.698,1,-6.364,1,0.172,0.489,0.0788,0.127,0.751,129.971,spotify:track:46M2hXnaQpueG7vSvgVtVH,,,,,spotify:track:1vvBUZseJ7fwYPX1NedOLd,spotify:artist:0dlDsD7y6ccmDm8tuWCU6F,,,,,,,,,
8,-1,1,GTG,Freddie Dredd,,,,,,,,,,93894,GTG,75,0.88,0.777,7,-6.875,0,0.125,0.164,0.0171,0.0957,0.974,154.955,spotify:track:46M2hXnaQpueG7vSvgVtVH,,,,,spotify:track:46M2hXnaQpueG7vSvgVtVH,spotify:artist:0dlDsD7y6ccmDm8tuWCU6F,,,,,,,,,
9,-1,1,When We're High,LP,,,,,,,,,,237501,Lost on You (Deluxe Edition),52,0.754,0.739,4,-5.186,0,0.0383,0.0214,6.56e-06,0.114,0.573,112.996,spotify:track:46M2hXnaQpueG7vSvgVtVH,,,,,spotify:track:2DYGrX2I5xqTUMY71heari,spotify:artist:0J7U24vlOOIeMpuaO6Q85A,,,,,,,,,
10,-1,1,How Low,Ludacris,,,,,,,,,,201587,Battle Of The Sexes (Deluxe),65,0.785,0.498,1,-6.977,1,0.0533,0.00248,1.23e-06,0.224,0.418,143.96,spotify:track:46M2hXnaQpueG7vSvgVtVH,,,,,spotify:track:1WtTLtofvcjQM3sXSMkDdX,spotify:artist:3ipn9JLAPI5GUEo4y4jcoi,,,,,,,,,
11,-1,1,Superhero In My Sleep,Rival,Asketa & Natan Chaim,,,,,,,,,186704,Superhero In My Sleep,52,0.653,0.8,0,-5.921,0,0.0471,0.0339,0.00119,0.0948,0.26,103.004,spotify:track:46M2hXnaQpueG7vSvgVtVH,,,,,spotify:track:1BHhgOM82RNW9fjZS6cPVs,spotify:artist:4u1nYxjl132D6rcMeYQ6Zz,spotify:artist:7HMpxXbzJOXYZyRiV0hvZn,,,,,,,,
